Timestamp,Price
2023-05-03 17:00:56.810,28396.598344559814
2023-05-03 18:00:30.321,28576.620707641123
2023-05-03 19:01:08.678,28435.09833343794
2023-05-03 20:00:21.915,28382.60560068505
2023-05-03 21:01:00.372,28395.19443551921
2023-05-03 22:01:33.866,28965.927272881996
2023-05-03 23:00:57.506,29081.325675810822
2023-05-04 00:00:59.449,28988.320996249273
2023-05-04 01:00:49.482,29088.144016544065
2023-05-04 02:00:42.302,29042.288848721226
2023-05-04 03:00:51.626,29050.827890734534
2023-05-04 04:01:07.200,29106.65001871619
2023-05-04 05:00:37.641,29111.885410176983
2023-05-04 06:00:08.866,29200.31858051141
2023-05-04 07:00:57.181,29176.598225915513
2023-05-04 08:00:51.487,29078.472181376357
2023-05-04 09:00:53.439,29087.861031094635
2023-05-04 10:01:14.793,29069.40363420366
2023-05-04 11:00:42.986,29254.716934816213
2023-05-04 12:00:45.724,29167.57369162784
2023-05-04 13:01:09.210,29083.836681572473
2023-05-04 14:00:39.241,28802.76354147552
2023-05-04 15:00:03.698,28857.00705990738
2023-05-04 16:01:10.620,28879.36144570229
2023-05-04 17:00:44.665,28928.724358922926
2023-05-04 18:00:01.178,28854.970014956503
2023-05-04 19:00:11.175,28779.46443527096
2023-05-04 20:01:05.864,28877.42240761657
2023-05-04 21:00:45.823,28857.4859838944
2023-05-04 22:00:14.503,28848.73904161497
2023-05-04 23:00:31.203,28812.38631133332
2023-05-05 00:01:28.183,28855.84922975481
2023-05-05 01:00:05.885,28935.14345343107
2023-05-05 02:01:10.319,29342.79068227058
2023-05-05 03:00:33.904,29291.972286618195
2023-05-05 04:01:10.530,29178.31797115364
2023-05-05 05:00:32.037,29271.817542725108
2023-05-05 06:00:57.599,29232.028333691127
2023-05-05 07:01:12.255,29222.237458958556
2023-05-05 08:00:22.603,29107.55537018495
2023-05-05 09:00:54.114,29084.470543140567
2023-05-05 10:00:15.872,29101.74129290109
2023-05-05 11:00:57.911,29123.471027953066
2023-05-05 12:00:27.657,29126.246354587835
2023-05-05 13:00:18.673,29061.097134105
2023-05-05 14:00:02.628,29113.834094598107
2023-05-05 15:01:13.279,29314.966379854686
2023-05-05 15:41:46.000,29265.68187932747
